text,createTime,authorMeta.name,authorMeta.heart,authorMeta.video,musicMeta.musicName,musicMeta.musicAuthor,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags,dates,Engagement Rates,Hypehouse?
you look really pretty,1587171113,nickaustinn,200854362,441,original sound,actorxaudios,14,423778,5962,2026591,6092,[],[],2020-04-17,21.505671346611134,1
i’m stiff,1587160318,nickaustinn,200854362,441,Laxed Siren Beat Loop,Jawsh 685,15,580670,6790,2538686,7472,[],"[{""id"":""12042"",""name"":""happydance"",""title"":""Let's get into the #happyDance mode and enjoy this trend! 💃"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/34d4a0065dd1df11ce29aceb2bf2b0a5""]}]",2020-04-17,23.434642960964847,1
come swim 🧸🥺,1587081685,nickaustinn,200854362,441,original sound,悪い,12,420613,6085,1734503,10413,[],[],2020-04-16,25.20093652187399,1
idk why i thought this was funny,1587080182,nickaustinn,200854362,441,Let's Do It Again,J Boog,8,557142,4810,2521750,4330,[],[],2020-04-16,22.45591355209676,1
lost,1587064969,nickaustinn,200854362,441,Lost by frank ocean,jaylenrowee,15,316194,7175,1399861,7245,[],[],2020-04-16,23.617630607610327,1
yo that was kinda clean,1587009687,nickaustinn,200854362,441,CatchTheSplashChallenge,robirawks_,15,531606,1644,2287012,2532,[],[],2020-04-15,23.4271617289284,1
😳 @rylandstormss,1587003535,nickaustinn,200854362,441,Lpb Poody - Address It,bebesita.vina,16,746508,31162,6263016,11180,"[""@rylandstormss""]",[],2020-04-15,12.59536938752831,1
totally didn’t mean to do that,1586995580,nickaustinn,200854362,441,Toosie Slide,Drake,13,523885,3041,2055651,4832,[],[],2020-04-15,25.86810698897819,1
pull up 😡😛❤️,1586915631,nickaustinn,200854362,441,After Party,Don Toliver,15,524512,6938,2523385,6122,[],[],2020-04-14,21.303606068832146,1
idk what this is,1586905840,nickaustinn,200854362,441,oatmilkbimbo DEEP END BY SLEEPY HALLOW REVERB,oatmilkbimbo,10,2176810,5506,9068624,8622,[],[],2020-04-14,24.159541734225613,1
what is happening,1586820316,nickaustinn,200854362,441,original sound,nickaustinn,37,711574,4015,2967375,5852,[],[],2020-04-13,24.312431020683263,1
freaked it @tonylopez,1586814160,nickaustinn,200854362,441,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",15,1195000,13477,4698557,11538,"[""@tonylopez""]",[],2020-04-13,25.965737991472704,1
LOL,1586735131,nickaustinn,200854362,441,Laugh Out Loud,noodleboidave,5,519062,3058,2775751,3444,[],[],2020-04-12,18.934119090653304,1
happy easter babies,1586732402,nickaustinn,200854362,441,TLC,Sy Ari Da Kid,9,424976,6212,1834966,7210,[],[],2020-04-12,23.891341855925397,1
i miss you but i’d rather be alone,1586657866,nickaustinn,200854362,441,Painkiller by Ruel,_alt.music_,14,314326,3756,1490422,4586,[],[],2020-04-11,21.649438883752385,1
oop,1586640830,nickaustinn,200854362,441,OMG brønwen_jønes USED MY SOUND YAY,ashxmylesx,6,602835,4855,2459279,9151,[],[],2020-04-11,25.08218872279233,1
hype house quarantine fits pt. 1,1586573396,nickaustinn,200854362,441,Boss Bitch,Doja Cat,15,1244196,11207,4884916,13380,[],[],2020-04-10,25.973486545111523,1
@tonylopez,1586569768,nickaustinn,200854362,441,Why did so many people use my audio,.broskyz,8,1043684,7837,4108155,9262,"[""@tonylopez""]",[],2020-04-10,25.821396709715188,1
i tried 🙄,1586558458,nickaustinn,200854362,441,original sound,microwafes,15,365485,2860,1567894,4510,[],[],2020-04-10,23.78062547595692,1
hehe,1586554337,nickaustinn,200854362,441,original sound,robert_kelley,8,528216,2870,2445097,4432,[],[],2020-04-10,21.90170778500812,1
don’t remember making this,1586476546,nickaustinn,200854362,441,i like nick austin,micapavez11,6,597531,1988,2646272,5390,[],[],2020-04-09,22.8589124625133,1
"POV: you caught your boyfriend cheating, he knows what he did and has one last thing he wants to say",1586465975,nickaustinn,200854362,441,IFHY,"Tyler, The Creator feat. Pharrell",15,313094,2807,1463000,4690,[],[],2020-04-09,21.91326042378674,1
dc: @noahschnapp,1586403303,nickaustinn,200854362,441,Do It Again,Pia Mia,9,448215,3166,1927209,4242,"[""@noahschnapp""]",[],2020-04-08,23.641597771699903,1
im blushing 🥰 (make a vid to this audio best one gets a duet),1586384875,nickaustinn,200854362,441,i like nick austin,micapavez11,8,771541,7727,3509574,8511,[],[],2020-04-08,22.44657043846347,1
old vibes @lilhuddy,1586307920,nickaustinn,200854362,441,Original Sound ... OnlyATB,onlyatb,11,377775,3037,1863623,3201,"[""@lilhuddy""]",[],2020-04-07,20.605723367870006,1
i’m single,1586304167,nickaustinn,200854362,441,the take slowed by kenji,kingsapphire,12,560209,6055,2406570,18474,[],[],2020-04-07,24.297568738910567,1
woke up at 5pm,1586225936,nickaustinn,200854369,441,#versimini,ceo.of.america,11,737915,2423,3087093,3724,[],"[{""id"":""566161"",""name"":""freezeframe"",""title"":""Using our new #freezeframe effect, snap a picture, and show us your creative take on interacting with a frame of yourself!"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/649529816f9c29eef4be2d80f712bfe6""]}]",2020-04-06,24.10235130590494,1
ice cream cake got me in my feels,1586129122,nickaustinn,200854369,441,Why did so many people use my audio,.broskyz,8,639209,2660,3142496,8164,[],[],2020-04-05,20.685245104528374,1
don’t go to to jail,1586120810,nickaustinn,200854369,441,noen abby and sarah used this sound and im crying,.gacha._.cartoons,10,570683,5842,2971255,6091,[],[],2020-04-05,19.608414626142824,1
the end killed me lmao,1586054995,nickaustinn,200854369,441,Mariposa,Peach Tree Rascals,14,709466,10940,3335790,7533,[],[],2020-04-04,21.822087121791238,1
A day in quarantine in the hype house full video (link in bio),1586038204,nickaustinn,200854369,441,original sound,nickaustinn,26,473884,3094,2214290,4051,[],[],2020-04-04,21.723848276422693,1
the end LMAO,1585979145,nickaustinn,200854369,441,original sound,nickaustinn,26,2645212,14692,9642379,11564,[],[],2020-04-03,27.705486374265103,1
transition king they call me zarbruh @alexwaarren,1585966319,nickaustinn,200854369,441,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",15,805736,7826,4315267,4902,"[""@alexwaarren""]",[],2020-04-03,18.966705884015983,1
like comment and share,1585946906,nickaustinn,200854369,441,original sound,nickaustinn,6,645401,7667,2499796,15990,[],[],2020-04-03,26.764503983525056,1
😳 @tonylopez,1585874045,nickaustinn,200854369,441,original sound,bmwafatty,5,922675,11894,4277003,17483,"[""@tonylopez""]",[],2020-04-02,22.259792663227028,1
meant to be,1585859904,nickaustinn,200854369,441,original sound,nickaustinn,9,910155,9557,3604397,8352,[],[],2020-04-02,25.748107103629263,1
🧸,1585856242,nickaustinn,200854369,441,original sound,peachyvibemusic,15,536605,7710,2256816,10165,[],[],2020-04-02,24.569127478713373,1
you think i’d shave my head LOLLL,1585715330,nickaustinn,200854369,441,original sound,favsoundds,11,436105,3690,2315035,7224,[],[],2020-03-31,19.30938409138523,1
see you guys when my hair grows back,1585700587,nickaustinn,200854369,441,Boss Bitch,Doja Cat,12,894122,5026,4231125,10970,[],[],2020-03-31,21.510071198558304,1
quarantine is really gettin to md,1585616080,nickaustinn,200854369,441,original sound,carrotlmao,10,1070738,31189,4805620,12672,[],[],2020-03-30,23.193656593738165,1
da bois,1585529859,nickaustinn,200854369,441,original sound,guccisoundž,13,1126111,14007,5563002,8981,[],[],2020-03-29,20.65609539597505,1
addison be looking diff here,1585525931,nickaustinn,200854369,441,Addison Rae,The Kid LAROI,10,644295,2393,3205279,4253,[],[],2020-03-29,20.3084037302213,1
@tonylopez__,1585447172,nickaustinn,200854369,441,Follow,markie.ly,13,4276961,47383,17064692,33469,"[""@tonylopez__""]",[],2020-03-28,25.537015259343676,1
nerd,1585438443,nickaustinn,200854369,441,Reckless,Healy,13,490768,5764,2446771,4658,[],[],2020-03-28,20.483731415812922,1
losing track of the days :),1585437390,nickaustinn,200854369,441,OMG brønwen_jønes USED MY SOUND YAY,ashxmylesx,6,378464,4997,2116092,3693,[],[],2020-03-28,18.295707370000926,1
bitch check w hype house,1585360290,nickaustinn,200854369,441,original sound,nickaustinn,44,986488,19879,4318643,10114,[],[],2020-03-27,23.537046243461198,1
gone,1585353776,nickaustinn,200854369,441,Outta There,Moe,12,379310,5536,2296589,3607,[],[],2020-03-27,16.914345579465895,1
it worked @tonylopez__,1585344455,nickaustinn,200854369,441,original sound,nickaustinn,18,2118957,27100,10076128,18750,"[""@tonylopez__""]",[],2020-03-27,21.484512701704464,1
single,1585256414,nickaustinn,200854369,441,I'm Single and I'm Lit,Rontae Don't Play,13,770933,13037,4062333,18549,[],[],2020-03-26,19.755125933792232,1
GIVEAWAY! We're giving $1k GOAT credit to 5 winners to buy shoes!1. Follow @goat 2. Download the @GOAT app (click link in bio)3. Tag 3 friends belo,1585187174,nickaustinn,200854369,441,Tounges by The Frights,_alt.music_,10,324896,4758,1996074,6936,"[""@goat"",""@GOAT""]",[],2020-03-25,16.862601286325056,1
I think this Quarantine is really getting to us @tonylopez__ ￼￼,1585177200,nickaustinn,200854369,441,Bitch,sädëditś877,9,1484776,21935,6459877,19175,"[""@tonylopez__""]",[],2020-03-25,23.62097606502415,1
“the look”,1585164042,nickaustinn,200854369,441,original sound,jdwavy,8,566163,9901,2826877,5706,[],[],2020-03-25,20.579954486877213,1
😳 @tonylopez__,1585099406,nickaustinn,200854369,441,WOAH remix,raullcabello2,10,1468421,10640,8244833,8325,"[""@tonylopez__""]",[],2020-03-24,18.04021985648466,1
🧸 x 🚁 pt.2 @tonylopez__,1585088009,nickaustinn,200854369,441,original sound,jackisthegreatesttt,11,1132516,14535,4717144,10714,"[""@tonylopez__""]",[],2020-03-24,24.543770552690354,1
ft my messy room,1585072188,nickaustinn,200854369,441,original sound,guccisoundž,12,411774,2671,2598369,3967,[],[],2020-03-24,16.10287068541843,1
sway looking diff,1585025986,nickaustinn,200854369,441,Roses - Imanbek Remix,SAINt JHN,15,929202,6714,4304122,7122,[],[],2020-03-23,21.91011314270367,1
bored,1585009048,nickaustinn,200854374,441,BORED IN THE HOUSE,Curtis Roach,15,851757,8284,4250392,4756,[],"[{""id"":""9744"",""name"":""imbored"",""title"":""Viele auf TikTok so: „I'm bored in the house, bored in the house, bored!“ Geht es dir etwa genauso? Mach ein Video mit dem Sound „I'm bored!“ ☝️Unterstütze gemeinsam mit TikTok die Weltgesundheitsorganisation in ihrem Einsatz gegen COVID-19: https://covid19responsefund.org/"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/15192c54c43335ec04daf9cd9ac696fd""]},{""id"":""24653"",""name"":""boredathome"",""title"":""Are you #BoredAtHome? Show us how you're passing the time, whether it's learning a new skill, prioritizing self care or just getting plenty of sleep."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/d03d76179f87dd697724edbed7def174""]}]",2020-03-23,20.346288060018935,1
🧸 x 🚁,1584924235,nickaustinn,200854374,441,original sound,peachyvibemusic,12,1896345,26540,8495297,17359,[],[],2020-03-22,22.839036704661414,1
#postyourdrafts,1584920499,nickaustinn,200854374,441,original sound,jdwavy,8,523439,4416,2708244,4245,[],"[{""id"":""82863"",""name"":""postyourdrafts"",""title"":""We might delete this later."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/1635541137197061.PNG""]}]",2020-03-22,19.64741729327195,1
spring break is lit,1584915129,nickaustinn,200854374,441,Take it easy by surfaces,rapidsongs,15,363956,2838,1827557,4561,[],[],2020-03-22,20.319749260898565,1
funkyyy,1584903987,nickaustinn,200854374,441,Funky Town,The Dance Queen Group,15,504259,6012,2389134,4524,[],[],2020-03-22,21.547347281483585,1
i’m legal tho 😫#duet with @bigboo2323,1584841591,nickaustinn,200854374,441,original sound,bigboo2323,17,580633,1572,2949726,2112,"[""@bigboo2323""]","[{""id"":""30496"",""name"":""duet"",""title"":""Use our Duet feature because two is always better than one."",""cover"":[]}]",2020-03-21,19.809195837172673,1
i’m sorry,1584839550,nickaustinn,200854374,441,Lo Mein,Lil Uzi Vert,10,393374,6007,2098505,4216,[],[],2020-03-21,19.232596538964643,1
she was into it,1584760513,nickaustinn,200854374,441,original sound,peachyvibemusic,11,848435,14431,3438292,11188,[],[],2020-03-20,25.4211684173421,1
b0bs,1584727350,nickaustinn,200854374,441,Skechers,DripReport,11,724949,11366,3407294,10436,[],[],2020-03-20,21.916247908164074,1
tips from the boys,1584660155,nickaustinn,200854374,441,Skinny Legend Anthem,Ava Louise featuring Big Dick Chima,15,986996,8686,4275132,4259,[],[],2020-03-19,23.389710539931865,1
messy hair,1584651552,nickaustinn,200854374,441,imma need my shirt back...,ronniephobic,6,279797,3721,1672918,2875,[],[],2020-03-19,17.119368671985118,1
why,1584642997,nickaustinn,200854374,441,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,1,428052,933,2013783,3546,[],[],2020-03-19,21.47853070564207,1
🐍 @luvanthony @joshrichards,1584577513,nickaustinn,200854374,441,Snake,Lil Keed,15,446982,4709,2136957,2319,"[""@luvanthony"",""@joshrichards""]",[],2020-03-18,21.24563105387708,1
ya,1584556439,nickaustinn,200854374,441,follow nsfwsoup owo,nsfwsoup,7,609944,6988,3789493,5494,[],[],2020-03-18,16.425046833441836,1
ya idk,1584497690,nickaustinn,200854374,441,follow nsfwsoup owo,nsfwsoup,10,686419,6125,4463802,3218,[],[],2020-03-17,15.586757656365583,1
my turn @joshrichards @luvanthony,1584495686,nickaustinn,200854374,441,Skechers,DripReport,12,1130825,12985,5649982,8669,"[""@joshrichards"",""@luvanthony""]",[],2020-03-17,20.397923391614345,1
oops @tonylopez__,1584488247,nickaustinn,200854374,441,Skechers,DripReport,10,753606,14379,3996117,9566,"[""@tonylopez__""]",[],2020-03-17,19.457663526868707,1
￼ ￼ quarantine has us like @tonylopez__,1584484005,nickaustinn,200854374,441,Roses - Imanbek Remix,SAINt JHN,15,1245068,10428,5269697,4432,"[""@tonylopez__""]",[],2020-03-17,23.908926832036073,1
im sorry i will now delete this in 5 minutes,1584383660,nickaustinn,200854374,441,original sound,jackisthegreatesttt,10,517894,16697,2394599,16323,[],[],2020-03-16,23.00652426564949,1
the energy @lilhuddy,1584321517,nickaustinn,200854374,441,Skechers,DripReport,15,577090,4974,2783124,3462,"[""@lilhuddy""]",[],2020-03-15,21.038444568046554,1
dropped out of school @lilhuddy on the camera,1584318880,nickaustinn,200854374,441,original sound,plouise_makeup_academy,10,535454,4137,2677453,1762,"[""@lilhuddy""]",[],2020-03-15,20.21895435699525,1
hot cheetos @avani,1584317618,nickaustinn,200854374,441,Over it Chinese New Year Remix by JohhnyG,kingvader,15,589039,3538,2424485,2168,"[""@avani""]",[],2020-03-15,24.530776639162543,1
i’m punching the air  with @imgriffinjohnson,1584299792,nickaustinn,200854374,441,Mine,Bazzi,11,777655,5057,3544555,7995,"[""@imgriffinjohnson""]",[],2020-03-15,22.307652159438916,1
What am i the CEO of? tag who u see 🧐,1584232459,nickaustinn,200854374,441,Supalonely (feat. Gus Dapperton),BENEE,14,395589,6623,2172777,4851,[],[],2020-03-14,18.734688373450197,1
i slipped,1584211986,nickaustinn,200854374,441,Clicc Clacc,dreamingoftj,9,304245,3054,1670217,2080,[],[],2020-03-14,18.523281705311344,1
goin home for the weekend #tricky,1584141485,nickaustinn,200854374,441,Tricky,Andrez Babii,9,416863,1204,1941359,1967,[],"[{""id"":""107490"",""name"":""tricky"",""title"":"""",""cover"":[]}]",2020-03-13,21.63608070429014,1
merch ￼available LINK IN BIO :)),1584131993,nickaustinn,200854374,441,Over it Chinese New Year Remix by JohhnyG,kingvader,15,348754,2776,1589275,2607,[],[],2020-03-13,22.28292775007472,1
🧸 @lilhuddy,1584061063,nickaustinn,200854374,441,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,9,374369,2362,1713544,1700,"[""@lilhuddy""]",[],2020-03-12,22.084696978892868,1
merch dropping tmr 10 am 🧸🧸🧸,1584055551,nickaustinn,200854374,441,2liveSoundsmix,2live.d,15,300018,1466,1405412,1606,[],[],2020-03-12,21.565918036846135,1
i hate this audio,1584054843,nickaustinn,200854394,441,Swish Mike Stud,breexox.edits,9,315400,2635,1450691,1724,[],[],2020-03-12,22.041840750373442,1
can this pimple leave my face,1584053849,nickaustinn,200854394,441,I designed it,edits.bylivv,9,246817,945,1141622,1281,[],[],2020-03-12,21.814838887127262,1
la be sunny again,1584052836,nickaustinn,200854394,441,Supalonely (feat. Gus Dapperton),BENEE,15,271118,2029,1194817,1553,[],[],2020-03-12,22.990968491409145,1
hi @lilhuddy,1583985099,nickaustinn,200854394,441,Hobo Johnson preforming on NPR Tiny Desk Concert,_alt.music_,6,429536,1391,1756168,1318,"[""@lilhuddy""]",[],2020-03-11,24.612964135549674,1
mood cuz pimple,1583966981,nickaustinn,200854394,441,Over it Chinese New Year Remix by JohhnyG,kingvader,15,311555,2249,1349786,1753,[],[],2020-03-11,23.37829848583405,1
@alejandrozario tell me why we got the same,1583890114,nickaustinn,200854394,441,Бе,kim.yoongi03,8,364340,1275,1609207,1423,"[""@alejandrozario""]",[],2020-03-10,22.80862561497682,1
is it just me or was this targeted at me #duet with @alivia_cerasuolo,1583888906,nickaustinn,200854394,441,No Face No Case - Vinny West,madi.claire,10,344270,2014,1633126,3023,"[""@alivia_cerasuolo""]","[{""id"":""30496"",""name"":""duet"",""title"":""Use our Duet feature because two is always better than one."",""cover"":[]}]",2020-03-10,21.388857932578382,1
rainy day check 🥺,1583883535,nickaustinn,200854394,441,JOEMAMA,joewaud,5,323578,2655,1395408,1595,[],[],2020-03-10,23.493343882219396,1
i don’t like pants,1583870875,nickaustinn,200854394,441,Put your pants on,choirabi,12,349142,3265,1452191,2703,[],[],2020-03-10,24.453394904664744,1
@pacsun #pacsunmens,1583784997,nickaustinn,200854394,441,Pressure,Yungster Jack & David Shawty,5,408021,1940,1692803,2027,"[""@pacsun""]","[{""id"":""1653223432524805"",""name"":""pacsunmens"",""title"":"""",""cover"":[]}]",2020-03-09,24.337622275007785,1
i was too shy to throw it back @avani,1583729173,nickaustinn,200854394,441,original sound,fire.soundz0,7,770934,3569,2908217,2347,"[""@avani""]",[],2020-03-08,26.71224327483128,1
all i do is grrr,1583712271,nickaustinn,200854394,441,Clicc Clacc,dreamingoftj,9,304233,4183,1416227,1637,[],[],2020-03-08,21.89288864002734,1
threw it back too hard @addisonre,1583619692,nickaustinn,200854394,441,original sound,fire.soundz0,7,1503473,8264,6499742,8314,"[""@addisonre""]",[],2020-03-07,23.386328257336984,1
thought the audio stopped @lilhuddy,1583611688,nickaustinn,200854394,441,That one part in Baby Blue,captainzcaboose,14,473835,1744,2950968,1702,"[""@lilhuddy""]",[],2020-03-07,16.17370977929954,1
grrr @lilhuddy,1583608378,nickaustinn,200854394,441,Dior,Pop Smoke,5,383065,4092,2069117,2115,"[""@lilhuddy""]",[],2020-03-07,18.813435876269928,1
,1583528115,nickaustinn,200854394,441,Doja Cat Say So but its slowed and lofi,llusionmusic,15,351345,1448,1476526,2418,[],[],2020-03-06,24.057212673532334,1
honey,1583516280,nickaustinn,200854394,441,adore you by harry styles,groovyy,11,259535,2017,1214938,2628,[],[],2020-03-06,21.744319463215405,1
kilt this @luvanthony @addisonre,1583461244,nickaustinn,200854394,441,original sound,nickaustinn,8,478422,2695,1877971,2356,"[""@luvanthony"",""@addisonre""]",[],2020-03-05,25.744433753236873,1
day 1 of throwing it back in front of my friends @charlidamelio,1583440962,nickaustinn,200854394,441,original sound,fire.soundz0,7,713832,3839,2898628,3477,"[""@charlidamelio""]",[],2020-03-05,24.87894272738689,1
@lilhuddy,1583436487,nickaustinn,200854394,441,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,9,398050,2840,1918423,2075,"[""@lilhuddy""]",[],2020-03-05,21.00501297159177,1
these vibes hit diff,1583369835,nickaustinn,200854394,441,Supalonely (feat. Gus Dapperton),BENEE,15,535707,2715,2231616,1586,[],[],2020-03-04,24.19806991883908,1
bahamas,1583366069,nickaustinn,200854394,441,watch me throw it back,goalsounds,11,406094,3155,1700323,1702,[],[],2020-03-04,24.16899612603017,1
,1583362432,nickaustinn,200854394,441,#hiteverybeat,lulbabyynelii,9,643333,3247,2556093,2104,[],[],2020-03-04,25.37794986332657,1
,1583345317,nickaustinn,200854394,441,original sound,savvvyyyyd,15,323588,5379,1595985,2723,[],[],2020-03-04,20.782776780483523,1
@luvanthony,1583275354,nickaustinn,200854394,441,I bet you can’t guess which phone is filming? ,_dxddy_bxlla_,10,406948,3172,1769272,2165,"[""@luvanthony""]",[],2020-03-03,23.30252216730949,1
,1583271386,nickaustinn,200854394,441,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,9,559825,3600,2706178,3378,[],[],2020-03-03,20.944778946543796,1
,1583262541,nickaustinn,200854394,441,Clicc Clacc,dreamingoftj,11,327423,3035,1554135,2284,[],[],2020-03-03,21.410109160401124,1
😳😳😳 @zarbruh,1583199693,nickaustinn,200854394,441,original sound,jdwavy,8,296078,2511,1579447,1798,"[""@zarbruh""]",[],2020-03-02,19.018491915208298,1
squad,1583177923,nickaustinn,200854394,441,Originalton,tinaneumann,15,500332,5497,2289504,4125,[],[],2020-03-02,22.27355794093393,1
why mattia actually thicc tho @mattiapolibio,1583173072,nickaustinn,200854394,441,original sound,ian.hilliard,13,280471,2376,1231974,2091,"[""@mattiapolibio""]",[],2020-03-02,23.12857251857588,1
