text,createTime,authorMeta.name,authorMeta.heart,authorMeta.video,musicMeta.musicName,musicMeta.musicAuthor,videoMeta.duration,diggCount,shareCount,playCount,commentCount,mentions,hashtags,dates,Engagement Rates,Hypehouse?
,1586222027,rylandstormss,59111944,419,original sound,rylandstormss,14,279092,1133,997591,2118,[],[],2020-04-06,28.30248067594836,1
@majorwavezz,1586217174,rylandstormss,59111944,419,original sound,official.vibes,6,155144,951,749447,1047,"[""@majorwavezz""]",[],2020-04-06,20.967726870612598,1
Watch till the end to see my love 🥺😍,1586134017,rylandstormss,59111944,419,Mariposa,Peach Tree Rascals,15,286341,1837,1405038,1846,[],[],2020-04-05,20.641719298695126,1
throwback to the funniest video ever this is me in an Uber like a year in a half ago sending snaps in our group chat 💀💀,1586121439,rylandstormss,59111944,419,original sound,rylandstormss,7,251565,1641,1093451,936,[],[],2020-04-05,23.24219375170904,1
@fashionnova #myfnfit,1586045122,rylandstormss,59111944,419,original sound,rylandstormss,29,344528,1039,1306887,1947,"[""@fashionnova""]","[{""id"":""1655916627545093"",""name"":""myfnfit"",""title"":"""",""cover"":[]}]",2020-04-04,26.590975348289486,1
Y’all wanted to kno,1586033629,rylandstormss,59111944,419,original sound,rylandstormss,42,796134,11285,2971556,9842,[],[],2020-04-04,27.502796514687926,1
I had no run up,1585950436,rylandstormss,59111944,419,comingsoon,jadenhossler,15,380376,1831,1664842,1816,[],[],2020-04-03,23.06663335019179,1
📽🖤,1585864652,rylandstormss,59111944,419,original sound,rylandstormss,26,101630,618,634312,1092,[],[],2020-04-02,16.291667192170415,1
New YouTube video is now up on my channel @dixiedamelio does mine and @imgriffinjohnson make up,1585782557,rylandstormss,59111944,419,original sound,rylandstormss,17,311067,1265,1399351,911,"[""@dixiedamelio"",""@imgriffinjohnson""]",[],2020-04-01,22.384876989404372,1
why do I make my self laugh more then anyone else makes me laugh,1585698361,rylandstormss,59111944,419,original sound,rylandstormss,32,316514,2833,1368911,2590,[],[],2020-03-31,23.517745127331143,1
,1585633968,rylandstormss,59111944,419,TLC,Sy Ari Da Kid,9,145491,1368,789794,1328,[],[],2020-03-30,18.76274066402125,1
@brycehall,1585543458,rylandstormss,59111944,419,Addison Rae,The Kid LAROI,10,414548,1654,1884526,2515,"[""@brycehall""]",[],2020-03-29,22.21869053544499,1
Tony better watch our nicks been my baby since freshmen year,1585526244,rylandstormss,59111944,419,I.F.L.Y. by Bazzi,daycore.audios,8,809336,7230,3295928,6723,[],[],2020-03-29,24.978974055258487,1
#greenscreen I’m single 🥺,1585450041,rylandstormss,59111944,419,I'm Single and I'm Lit,Rontae Don't Play,10,224408,1325,1092297,3206,[],"[{""id"":""801886"",""name"":""greenscreen"",""title"":""Try out our new #GreenScreen Creative Effect! Just pick an image from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/0eed42cd4bfb738d46d0caefa162a585""]}]",2020-03-28,20.95940939140179,1
@ondreazlopez_,1585362398,rylandstormss,59111944,419,OMG brønwen_jønes USED MY SOUND YAY,ashxmylesx,6,289929,1951,1335490,2251,"[""@ondreazlopez_""]",[],2020-03-27,22.02420085511685,1
Morning,1585329618,rylandstormss,59111944,419,original sound,rylandstormss,36,134742,509,695995,890,[],[],2020-03-27,19.56062902750738,1
,1585271826,rylandstormss,59111944,419,original sound,jackisthegreatesttt,12,113410,801,608076,1967,[],[],2020-03-26,19.10583545477868,1
Hi,1585255057,rylandstormss,59111944,419,how to flirt,psychobunnybaby,15,209920,1493,928929,2236,[],[],2020-03-26,22.9994972705126,1
I’m ryland thts nick.... hi,1585177218,rylandstormss,59111944,419,original sound,rylandstormss,15,562139,4440,1913053,4793,[],[],2020-03-25,29.86702407094837,1
@lilhuddy,1585176537,rylandstormss,59111946,419,original sound,peachyvibemusic,15,515660,3747,2025391,4738,"[""@lilhuddy""]",[],2020-03-25,25.878706876845015,1
No carnival no games,1585114712,rylandstormss,59111946,419,original sound,rylandstormss,15,175716,2144,807540,1311,[],[],2020-03-24,22.187260073804392,1
@ ?,1585098318,rylandstormss,59111946,419,Bitch,sädëditś877,9,140354,1265,651514,2175,[],[],2020-03-24,22.070745985504534,1
someone watch movies with me I’m bored,1585073393,rylandstormss,59111946,419,original sound,guccisoundž,12,120940,490,628656,1531,[],[],2020-03-24,19.559345651675955,1
,1585026029,rylandstormss,59111946,419,original sound,joshrichards,15,582799,4082,2592619,3244,[],[],2020-03-23,22.76173244121099,1
#pov u live in a house with 10 people during quarantine and u want Olaf to ur self,1585008683,rylandstormss,59111946,419,Selfish - Shlohmo Remix,PnB Rock,12,113072,608,599475,921,[],"[{""id"":""180049"",""name"":""pov"",""title"":""Is this what we really look like??? Show us what life looks like when the tables are turned with #POV."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/1632487505818629.PNG""]}]",2020-03-23,19.11689394887193,1
,1584932709,rylandstormss,59111946,419,Skechers,DripReport,10,367353,2178,1567607,1634,[],[],2020-03-22,23.677171638044484,1
I asked ￼Michael to grab my food at the beginning hah @lilhuddy,1584836862,rylandstormss,59111946,419,Roses - Imanbek Remix,SAINt JHN,12,285508,1239,1452788,1063,"[""@lilhuddy""]",[],2020-03-21,19.810873988496603,1
"dancing, lip syncing, stunts, anything goes!  Ends may 14th winners announced may 16th. tag @wettbrain #fyp#foryoupage #foryou #ultravioletchallenge",1584830180,rylandstormss,59111946,419,Ultraviolet,Wett Brain,15,50101,104,442296,400,"[""@wettbrain""]","[{""id"":""229207"",""name"":""fyp"",""title"":"""",""cover"":[]},{""id"":""88764338"",""name"":""foryoupage"",""title"":"""",""cover"":[]},{""id"":""42164"",""name"":""foryou"",""title"":"""",""cover"":[]},{""id"":""37076590"",""name"":""ultravioletchallenge"",""title"":"""",""cover"":[]}]",2020-03-21,11.441432886573697,1
,1584666410,rylandstormss,59111946,419,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,9,154067,804,758658,769,[],[],2020-03-19,20.515172844681004,1
😈 🥀,1584569678,rylandstormss,59111946,419,Angels n Demons,jadenhossler,10,227639,1373,1045970,1072,[],[],2020-03-18,21.997189211927683,1
,1584477259,rylandstormss,59111946,419,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,9,119885,226,645913,702,[],[],2020-03-17,18.704221775997695,1
The legend her self also got a hair cut @zoifishh,1584402737,rylandstormss,59111946,419,Over it Chinese New Year Remix by JohhnyG,kingvader,15,159544,426,902939,452,"[""@zoifishh""]",[],2020-03-16,17.766648688338858,1
Who ready for dis merch doe  @jamescharles,1584393330,rylandstormss,59111946,419,original sound,fire.soundz0,7,584156,2718,2744286,2754,"[""@jamescharles""]",[],2020-03-16,21.485661479889487,1
Y’all remember tht @imgriffinjohnson @dixiedamelio @mattysmokes0,1584388578,rylandstormss,59111946,419,original sound,rylandstormss,11,435170,1626,2277977,781,"[""@imgriffinjohnson"",""@dixiedamelio"",""@mattysmokes0""]",[],2020-03-16,19.209017474715502,1
Merch shoot today @thehypehouse,1584311099,rylandstormss,59111946,419,original sound,_zepeto_gang_,9,408338,1821,1760478,1549,"[""@thehypehouse""]",[],2020-03-15,23.386148534659338,1
Sup@nickaustinn,1584307623,rylandstormss,59111946,419,Over it Chinese New Year Remix by JohhnyG,kingvader,15,311841,1820,1414258,2045,"[""@nickaustinn""]",[],2020-03-15,22.323083906896763,1
Somebody was staring at me idc doe imma do me,1584299911,rylandstormss,59111946,419,zaehd ceo cookie shop,smitty4x,12,147813,704,730078,587,[],[],2020-03-15,20.423023293401528,1
I’m sending my goons @imgriffinjohnson,1584294953,rylandstormss,59111946,419,original sound,rylandstormss,18,165010,699,758612,651,"[""@imgriffinjohnson""]",[],2020-03-15,21.929523920001266,1
#greenscreen I’m sleeping goodnight,1584235494,rylandstormss,59111946,419,Бе,kim.yoongi03,8,139800,358,670657,517,[],"[{""id"":""801886"",""name"":""greenscreen"",""title"":""Try out our new #GreenScreen Creative Effect! Just pick an image from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/0eed42cd4bfb738d46d0caefa162a585""]}]",2020-03-14,20.975699947961477,1
Breaky @k0uvr @miahaywarddd,1584227355,rylandstormss,59111946,419,Over it Chinese New Year Remix by JohhnyG,kingvader,15,205936,505,933539,543,"[""@k0uvr"",""@miahaywarddd""]",[],2020-03-14,22.171971390590002,1
Hey,1584225268,rylandstormss,59111946,419,original sound,rylandstormss,15,158866,380,747360,537,[],[],2020-03-14,21.379656390494542,1
Alex really do be punching the air @k0uvr @alexwaarren,1584143064,rylandstormss,59111946,419,Over it Chinese New Year Remix by JohhnyG,kingvader,15,335477,1036,1260327,550,"[""@k0uvr"",""@alexwaarren""]",[],2020-03-13,26.744091017648596,1
,1584129838,rylandstormss,59111946,419,TLC,Sy Ari Da Kid,8,86070,575,490336,620,[],[],2020-03-13,17.796980030020233,1
Hahahaha @lilhuddy,1584050163,rylandstormss,59111946,419,original sound,savvvyyyyd,11,276363,1908,1178566,1470,"[""@lilhuddy""]",[],2020-03-12,23.735709328115693,1
hahahhaha lol  @k0uvr,1583979844,rylandstormss,59111946,419,original sound,_zepeto_gang_,5,158608,400,726040,454,"[""@k0uvr""]",[],2020-03-11,21.963252713349128,1
Bro I’m buff u kno dat and I got a slide ❤️ @imgriffinjohnson,1583880625,rylandstormss,59111948,419,original sound,imgriffinjohnson,15,149530,617,832459,707,"[""@imgriffinjohnson""]",[],2020-03-10,18.1214930705296,1
It’s raining and this the vibe dc:@luvanthony,1583874407,rylandstormss,59111948,419,Over it Chinese New Year Remix by JohhnyG,kingvader,15,120397,680,693589,628,"[""@luvanthony""]",[],2020-03-10,17.5471352631025,1
All love ❤️ @jadenhossler,1583778785,rylandstormss,59111948,419,original sound,rylandstormss,15,257718,1823,1113176,863,"[""@jadenhossler""]",[],2020-03-09,23.39288665943211,1
I’m big @luvanthony,1583697978,rylandstormss,59111948,419,original sound,rylandstormss,15,709576,7828,2659009,2420,"[""@luvanthony""]",[],2020-03-08,27.071138157110415,1
My first viral tik tok remade @lilhuddy,1583623362,rylandstormss,59111948,419,sex (catching feelings),EDEN,10,788746,4732,3313544,1997,"[""@lilhuddy""]",[],2020-03-07,24.006773412394704,1
We will be apart of bacation part 3,1583615547,rylandstormss,59111948,419,original sound,rylandstormss,26,1237146,8276,4442392,3851,[],[],2020-03-07,28.121629068303744,1
Baes home @nickaustinn,1583610661,rylandstormss,59111948,419,original sound,bråcefacelaii,6,118194,1132,633474,757,"[""@nickaustinn""]",[],2020-03-07,18.95626339833995,1
Fishy @chaser,1583607341,rylandstormss,59111948,419,original sound,rylandstormss,14,191629,807,925594,450,"[""@chaser""]",[],2020-03-07,20.83915842151094,1
,1583529916,rylandstormss,59111948,419,Dior,Pop Smoke,5,291482,2742,1487391,1301,[],[],2020-03-06,19.86868281440455,1
pov the noodle floaty from the pool starts dancing 👑💀,1583519704,rylandstormss,59111948,419,2liveSoundsmix,2live.d,15,112035,528,585352,535,[],[],2020-03-06,19.32136560565267,1
She wasn’t ready @miahaywarddd,1583453735,rylandstormss,59111948,419,Follow for good content,flexgod.henry,14,201518,646,941975,715,"[""@miahaywarddd""]",[],2020-03-05,21.53762042517052,1
Breaky @miahaywarddd @mads.yo,1583445286,rylandstormss,59111948,419,Make No Sense,YoungBoy Never Broke Again,5,257449,633,1406190,1044,"[""@miahaywarddd"",""@mads""]",[],2020-03-05,18.42752401880258,1
,1583355185,rylandstormss,59111948,419,Comfortable,Lauv,8,67725,1606,416961,965,[],[],2020-03-04,16.85913071006641,1
Living my best life,1583277256,rylandstormss,59111948,419,WHATS POPPIN,Jack Harlow,8,209360,629,1102530,406,[],[],2020-03-03,19.082927448686206,1
I missed the beach,1583197660,rylandstormss,59111948,419,ily uwu_kajak,uwu_kajak,15,95594,418,460516,377,[],[],2020-03-02,20.93065170374102,1
@calvingoldby @.angellllll,1583097114,rylandstormss,59111948,419,say you remember me,flighthouse,10,73287,306,424690,404,"[""@calvingoldby""]",[],2020-03-01,17.423767924839296,1
@miahaywarddd,1583095451,rylandstormss,59111948,419,WACK bro,stephbohrer,5,108990,549,588566,436,"[""@miahaywarddd""]",[],2020-03-01,18.68524515517376,1
@petroutv having a blast,1583025300,rylandstormss,59111948,419,original sound,rylandstormss,9,140070,310,653727,532,"[""@petroutv""]",[],2020-02-29,21.55517517251085,1
@fashionnova mood,1583024917,rylandstormss,59111948,419,original sound,rylandstorms11,10,58289,149,343431,251,"[""@fashionnova""]",[],2020-02-29,17.089022249010718,1
,1583001878,rylandstormss,59111948,419,I bet you can’t guess which phone is filming? ,_dxddy_bxlla_,10,99004,657,462107,580,[],[],2020-02-29,21.692162204857315,1
Home,1582939075,rylandstormss,59111948,419,2liveSoundsmix,2live.d,15,96094,362,433128,355,[],[],2020-02-28,22.35159121552982,1
Vibing,1582922867,rylandstormss,59111948,419,I bet you can’t guess which phone is filming? ,_dxddy_bxlla_,10,111057,504,534039,576,[],[],2020-02-28,20.99790464741339,1
Bad hair day￼,1582912394,rylandstormss,59111948,419,Original Sound,Unknown,13,70351,278,359584,335,[],[],2020-02-28,19.73502714247575,1
,1582865814,rylandstormss,59111948,419,The Box,Roddy Ricch,5,155091,763,734171,427,[],[],2020-02-27,21.28673020318155,1
if she would’ve landed on me we wouldn’t be friends anymore  @zoeyauneofficial,1582853941,rylandstormss,59111948,419,Fitzpleasure,Alt-J,10,184972,287,775926,353,"[""@zoeyauneofficial""]",[],2020-02-27,23.921353324930468,1
,1582765922,rylandstormss,59111948,419,Trust,Brent Faiyaz,11,67862,324,347748,446,[],[],2020-02-26,19.736130761355923,1
@nickaustinn @lilhuddy,1582665820,rylandstormss,59111948,419,F**k it Right Boy,Tyga & 2 Chainz,15,70119,796,368697,519,"[""@nickaustinn"",""@lilhuddy""]",[],2020-02-25,19.374716908464134,1
Since tik tok took it down,1582580763,rylandstormss,59111948,419,original sound,rylandstormss,15,75269,337,386084,378,[],[],2020-02-24,19.68069124853659,1
Straight bird nest,1582494010,rylandstormss,59111950,419,The Box,Roddy Ricch,5,79627,428,398026,392,[],[],2020-02-23,20.21149372151568,1
should I not wear hats anymore,1582418582,rylandstormss,59111950,419,Like That,Doja Cat feat. Gucci Mane,9,135297,597,595967,819,[],[],2020-02-22,22.939692969577173,1
Wonder what we’re doing in the back ground @alexwaarren,1582415013,rylandstormss,59111950,419,original sound,katiemallais2001,9,86520,221,456849,403,"[""@alexwaarren""]",[],2020-02-22,19.075011655930076,1
@officialhowiemandel @daisykeech @abbyrao,1582329946,rylandstormss,59111950,419,Originalton,anxvids,10,154470,251,769705,382,"[""@officialhowiemandel"",""@daisykeech"",""@abbyrao""]",[],2020-02-21,20.15096692888834,1
@abbyrao @daisykeech lol,1582323612,rylandstormss,59111950,419,original sound,svannabnanna,11,131868,1050,920114,710,"[""@abbyrao"",""@daisykeech""]",[],2020-02-21,14.522983021669052,1
Idk @thehypehouse I think I’m gonna just start filming random stuff like this,1582241465,rylandstormss,59111950,419,original sound,rylandstormss,59,105586,766,539773,612,"[""@thehypehouse""]",[],2020-02-20,19.816478408516172,1
My bed head be kinda wild,1582230884,rylandstormss,59111950,419,Clicc Clacc,dreamingoftj,9,65493,415,387613,370,[],[],2020-02-20,17.099013706970613,1
@lilhuddy leave some ladies for the rest of us jeez buddy,1582158612,rylandstormss,59111950,419,Better Together,Luke Combs,6,109903,970,477892,539,"[""@lilhuddy""]",[],2020-02-19,23.31321721225716,1
💀,1582146672,rylandstormss,59111950,419,look at me slowed,kōri,8,69536,414,361359,423,[],[],2020-02-19,19.474539170188095,1
Luv u guys,1582112470,rylandstormss,59111950,419,original sound,rylandstormss,47,100473,355,430825,720,[],[],2020-02-18,23.570591307375384,1
Bout to go hot tub..... bout to hit a mil too luv you all ❤️❤️❤️,1582079333,rylandstormss,59111950,419,itsundos,itsundos,10,70182,309,352820,493,[],[],2020-02-18,20.11904087069894,1
I still don’t do $hit to be honest hahaha,1582064964,rylandstormss,59111950,419,b turn to my fans,zoeforza,8,282466,633,1309068,646,[],[],2020-02-18,21.675344596308214,1
@addisonre,1582000322,rylandstormss,59111950,419,Love you guys,ptx._.stormz,8,172652,951,706724,940,"[""@addisonre""]",[],2020-02-17,24.697477374477163,1
Buddy’s home @lilhuddy,1581986046,rylandstormss,59111950,419,ily uwu_kajak,uwu_kajak,15,105538,508,441898,366,"[""@lilhuddy""]",[],2020-02-17,24.080670199910386,1
I really do be vibin doe,1581898971,rylandstormss,59111950,419,ily uwu_kajak,uwu_kajak,15,71282,380,337790,371,[],[],2020-02-16,21.324787589922735,1
Let’s just be honest @daisykeech,1581890780,rylandstormss,59111950,419,Nocash ,Eda__kcr,13,231253,1503,1151709,1295,"[""@daisykeech""]",[],2020-02-16,20.322060520496063,1
Home also stained my hoodie 😢 @.angellllll,1581815124,rylandstormss,59111950,419,death bed (coffee for your head),Powfu feat. beabadoobee,14,104864,254,432487,303,[],[],2020-02-15,24.375530362762348,1
Licked my teeth,1581737816,rylandstormss,59111950,419,original sound,localkateynn,8,60244,359,291741,440,[],[],2020-02-14,20.9236960180434,1
Happy Valentine’s Day ❤️❤️❤️,1581721534,rylandstormss,59111950,419,original sound,rylandstormss,5,73188,310,354813,685,[],[],2020-02-14,20.907633034866254,1
@tonylopez__  I dead ass put my phone on someone’s table,1581545018,rylandstormss,59111950,419,Vibe (If I Back It Up),Cookiee Kawaii,14,177568,1108,721143,518,"[""@tonylopez__""]",[],2020-02-12,24.84860838973685,1
Where’s my wifey,1581543836,rylandstormss,59111950,419,look at me slowed,kōri,7,91758,346,407473,810,[],[],2020-02-12,22.80249243508159,1
,1581475867,rylandstormss,59111950,419,Bagaikan Langit（cover）,_ucil👑,10,89600,587,418148,629,[],[],2020-02-11,21.718625941054366,1
@lilhuddy,1581459722,rylandstormss,59111950,419,Im moving too fast x Cookie shop Mashup,flowsounds,7,148660,1164,645893,489,"[""@lilhuddy""]",[],2020-02-11,23.272120924053986,1
,1581366928,rylandstormss,59111950,419,some things abt me,chismusic,14,174260,1009,907372,1566,[],[],2020-02-10,19.48869923250883,1
We really said 🥢 🥢🥢🥢🥢🥢🥢,1581362678,rylandstormss,59111952,419,Oh so yall using this to purr i c i c,mukhtarhuh,14,157607,2353,574582,1352,[],[],2020-02-10,28.07466993396939,1
I plan on traveling and making the sickest content ever this summer what’s yalls think,1581291179,rylandstormss,59111952,419,original sound,rylandstormss,8,157201,2268,720917,961,[],[],2020-02-09,22.253602009662693,1
@daisykeech,1581289995,rylandstormss,59111952,419,my heart went w i n k,sylviyuh,10,375041,3152,2313074,1743,"[""@daisykeech""]",[],2020-02-09,16.42558776762006,1
,1581217506,rylandstormss,59111952,419,original sound,omfgitsangel,12,50963,334,277190,363,[],[],2020-02-08,18.637035968108517,1
Got gum or something on my shoe idk,1581216444,rylandstormss,59111952,419,Oh so yall using this to purr i c i c,mukhtarhuh,14,55728,144,303897,313,[],[],2020-02-08,18.48817197932194,1
My phones playing games,1581130566,rylandstormss,59111952,419,Kappin Up,Ka$hdami,15,111472,155,456187,339,[],"[{""id"":""55213321"",""name"":""phonekeepsmoving"",""title"":""Show us what happens when your phone won't stay in one place."",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/1832dcca43c3cf126516a8e4d24b2efd""]},{""id"":""1658749031104513"",""name"":""動くスマホ"",""title"":""あれれ、、、📱スマホが動いていく、、、！\n meme(ミーム)とはネット上でユーザーがマネとアレンジを重ねて楽しみながら広がっていくコンテンツのこと。"",""cover"":[""https://p16-sg-default.akamaized.net/obj/tiktok-obj/4017f87c1155d7af5b0283b787539416""]}]",2020-02-07,24.543882223737196,1
Is this the hype house ?,1581122220,rylandstormss,59111952,419,original sound,rylandstormss,38,429314,1777,1485057,1139,[],[],2020-02-07,29.105280134028526,1
@lilhuddy,1581119450,rylandstormss,59111952,419,est.mattiav2,est.mattiav2,12,336401,4371,1606433,1103,"[""@lilhuddy""]",[],2020-02-07,21.28162207823171,1
Hi,1581027355,rylandstormss,59111952,419,original sound,king.petty_,8,73670,355,377624,463,[],[],2020-02-06,19.725441179586042,1
@ameliezilber,1580929783,rylandstormss,59111952,419,skate fast eat ass,toyclown,15,91209,328,458606,591,"[""@ameliezilber""]",[],2020-02-05,20.088703593062455,1
@daisykeech @avani,1580855392,rylandstormss,59111952,419,original sound,krzyaudios,12,413927,2528,1949526,1378,"[""@daisykeech"",""@avani""]",[],2020-02-04,21.432543089961353,1
@itstaylerholder is okay 😂😂😂,1580843852,rylandstormss,59111952,419,original sound,ｐｅａｃｈｙッ,8,313096,1484,1506904,666,"[""@itstaylerholder""]","[{""id"":""29786802"",""name"":""angulos"",""title"":""¡Los ángulos sí importan! 💅"",""cover"":[""https://p16-va-default.akamaized.net/obj/musically-maliva-obj/f75cdf1f6067aab33675529dbe82a902""]}]",2020-02-04,20.92011169921906,1
I thought I was gonna get him @lilhuddy ￼,1580780225,rylandstormss,59111952,419,Originalton,anxvids,10,184109,658,786381,607,"[""@lilhuddy""]",[],2020-02-03,23.573051739551186,1
,1580776232,rylandstormss,59111952,419,my heart went F CK,fukurchikenstrip,9,70556,196,325744,325,[],[],2020-02-03,21.81989537796552,1
